sense	year	origin	Concepticon_ID	Concepticon_Gloss
Art Faß, Lägel,  Flüssigkeitsmaß von drei, evtl vier Seideln,  Kessel, großer Topf	1334.0	Croatian or Serbian	854	KETTLE
erteilen, verleihen, übertragen auf jmdn,  sich beraten, gemeinsam bescheiden,  eine Sammlung veranstalten,  berichten, über etw unterrichten,  vergleichen,  als Conferencier sprechen, ansagen	1551.0		3429	COMPARE
mit etw heftig rasseln,  tadeln, rügen,  schallen lassen, die Glocke anschlagen,  schlagen, prügeln,  mit der Peitsche knallen	1290.0		3308	STRIKE (SOMEONE)
läuten, erschallen lassen,  furzen,  schreien, brüllen,  das Totenglöcklein läutenhaláleset vagy temetés allkalmával harangoz,  mit der Peitsche knallen	1423.0		715	SHOUT
Wortfügung, Satzbau,  Zusammensetzung, Bau, Gefüge	1718.0		2949	LAIR
Festland, Kontinent	1608.0		166	MAINLAND
Kontrolleur, Aufseher im Internat,  Gegenansage 〈beim Kartenspiel〉,  Begleitstimme,  Art Reihentanz,  Gegenschlag, -angriff 〈im Sport〉,  Rücktrittbremse 〈am Fahrrad〉,  gegen, wider	1338.0		2469	AGAINST
widersprechen,  jm Worte bekräftigen, überbieten,  Kontra ansagen 〈beim Kartenspiel〉,  Gegenangriff durchführen 〈im Sport〉,  Begleitmelodie singen, spielen,  die Rücktrittbremse betätigen	1585.0	Latin	1413	PLAY
Frauenkopfputz, Haube,  Haarknoten,  Kopf, haupts als Sinnbild des Menschen,  Turban,  Schopf des Vogels,  Spitze einer Hütte, Walm	1395.0	uncertain	1256	HEAD
Versammlung von Ordensleuten bzw Priestern, Stift,  glaubwürdiger Ort,  Urkunperson des beglaubigten Ortes,  revolutionäre Volksvertretung in Frankreich 1792—5	1372.0	Latin	794	PEN
bewahren,  haltbar machen 〈haupts Lebensmittel〉	1622.0		1997	PRESERVE
Feuerstelle, Herd,  Küche 〈Raum〉,  Kochkunst,  Raum, in dem man wäscht, sich mit der Chemie beschäftigt usw	1206.0		1450	ROOM
grüne Schale der Kastanie, der Nuß und entspr Teil der Kapselfrucht,  rinde,  ausschälen	1604.0	derived word	1204	BARK
Specht	1212.0	internal	2447	WOODPECKER
haarlos,  ohne Pflanzenwuchs, ohne Blätter,  hungrig,  mager,  kahler Ort, unfruchtbare Gegend	1418.0		2219	LEAN (MEAT)
haarlos, kahlgeschoren,  ohne Pflanzenwuchs,  haarlos 〈Obst, Pflanze〉, blätterlos,  abgewetzt,  leer 〈Entschuldigung〉,  gemütlos,  Haarausfall,  Mensch mit Glatze,  kahler Ort, Wüste, unfruchtbare Gegend,  Kahlkopf,  Rekrut,  kahl werden 〈haupts Ort〉,  kahler Ort	1292.0		3687	DESERT
Briefumschlag	1661.0	Latin	3088	ENVELOPE
nachbilden 〈Kunstwerk〉,  plagiieren, nachahmen,  getreu darstellen, wiedergeben	1789.0	German	117	IMITATE
Lanze, Speer, Spieß,  stelenartiges Grabmal aus Holz,	1464.0	Slavic	945	SPEAR
hungern, fasten	1530.0	derived word	303	ABSTAIN FROM FOOD
Schöpfgefäß, Kelle,  Totenkopf,  Schädel,  Flaschenkürbis, Kürbisfla-sche,  Mensch mit unschönem Kopf,  Vernunft, Verstand, ein guter Kopf 〈kluger Mensch〉	1287.0	Slavic	1605	SKULL
gewisses Alter 〈des Menschen〉, Lebensalter,  Zeit,  Zeitalter,  Dauer eines Zustandes,  gleichaltrig, gleichjährig	1057.0	Turkic	892	TIME
krank,  kranker Mensch,  Krankheit, Leiden,  Krankheit,  krank werden	1405.0	Slavic	1847	SICK
wie groß?,   wie	1585.0		1239	HOW
früh,  vorzeitig,  vorher,  frühzeitig, früh,  zur rechten Zeit	1697.0		1882	BEFORE
Art Jacke, Wams, ein über dem Brustharnisch getragenes Kleidungsstück,  Art gezierter Oberteil eines Frauenkleides,  Schürze, Schürzenband	1395.0	Wanderwort	2046	APRON
Schrotbaum, Schrotleiter zum Fortrollen von Fässern,  Schlitten,  Schlittschuh,  Speise, die zum Weintrinken reizt,  Schlittschuhlaufen,  einer, der Weinfässer  rollt,  Weinfässer rollen,  Schlittschuh laufen	1339.0	Italian	16	SLED
Seil, Strick, Schnur,  Peitsche	1372.0	Latin	362	STRING
Postenkette, Sperrkette,  Schnur	1757.0	international word	362	STRING
morsch werden, verfaulen	1595.0		2907	ROT
umzäunter Ort, Pferch,  Schranke, Geländer,  Gitter,  Schranken setzender Umstand, Faktor,  Stab, Stange,  Barren 〈Turngerät〉,  eingeschränkt, begrenzt,  borniert	1324.0	unknown	281	POST
Steuer, Lenkvorrichtung,  Herrschaft, Macht,  Regierung 〈als Kabinett〉,  Streichblech,   regieren,   lenken,  Gutsverwalter,  Gouverneur	1323.0	Slavic	2526	POWER
runder Wald,  Art Wasserrad,  Töpferscheibe,  Scheibe,  Scheibe 〈im Eishockey〉,  auf der Töpferscheibe formen,  auf der Töpferscheibe formen,  Eishockey spielen	1274.0	Slavic	2954	SLICE
Kleie,  Schuppen auf der Kopfhaut,  Geld	1138.0	Slavic	1559	MONEY
Widder,  Rammbock, Sturmbock,  Holzschraube der Kelter	1061.0	Turkic	1344	RAM
Korb,  Bienenkorb,  Korb für Geflügel,  Fischreuse,  Säbelkorb,  Wagenkorb,  Treffer im Basketball,  Basketball,  Basketballspieler	1395.0	Slavic	1539	BASKET
den jüdischen Speisegesetzen entsprechend, diese Gesetze einhaltend 〈Person〉,  ehrlich, unverdächtig 〈Person〉, richtig, zuverlässig 〈Sache, Angelegenheit〉,  nach den jüdischen Speisegesetzen erlaubte Speise od solches Getränk	1727.0	Yiddish	1725	CORRECT (RIGHT)
kosten, wert sein	1844.0	loan	21	TASTE (SOMETHING)
prüfend schmecken,  probieren, kennenlernen,  Schmecker,  Kostprobe 〈haupts nach dem Schlachtfes〉	1416.0	loan	21	TASTE (SOMETHING)
Krätze,  Schmutz	1389.0	uncertain	25	DIRT
Kopfgrind,  Schmutz	1346.0	internal	25	DIRT
Kranz,  Rosenkranz,  Gesellschaft,  Kranzleiste,  kreisförmiger Einschnitt am Baumstamm,  Krone 〈Bot〉	1323.0	derived word	2983	COMPANIONSHIP
Ausgaben, Spesen,  Speise, Verpflegung,  Futter,  Reportgeschäft	1525.0		481	DISH
Storch	1708.0	unknown	3724	STORK
Kleidung,  Gewohnheit, Brauch,  historische Tracht,  Jackenkleid für Damen	1789.0	international word	1895	CLOTHES
Stall, Käfig,  Hütte,  Scheune,  Gefängnis,  Postkasten	1713.0	Romanian	1678	HUT
auf und ab gehen,  von Lebensmitteln naschen,  herumsuchen, nachforschen,  geschäftig sein	1786.0	derived word	2010	INVESTIGATE
schild	1395.0	loan	1064	SHIELD
Grube in Weihern, Grube,  verfaulte Pflanzenreste auf der Wiese, Rohrstoppel,  Suhle, Sumpf	1408.0	internal	2539	PIT (POTHOLE)
Nichtigkeit, Nichts,  nichtswürdiger Mensch,  Schneller mit dem Finger,  nichtswürdig, nichtsnutzig,  halbverrückt, einfaltig	1578.0		687	NOTHING
Gestrüpp,  nasser, feuchter Platz,  Grube, Graben	1792.0	uncertain	2539	PIT (POTHOLE)
gierig essen, fressen, schlürfen, saufen,  panschen, vermischen,  trübes Gekoch, Getränk, Gemisch 〈auch abstr〉	1649.0		2017	MIX
Schmied	1193.0	Slavic	1001	BLACKSMITH
weinen, brüllen,  quaken	1585.0	onomatopoetic	1839	CRY
Wolke,  Nebel,  Dunkel,  Ungewißheit, Unklarheit 〈abstr〉,  nebelig,  unklar 〈abstr〉,  bemänteln, vernebeln 〈abstr〉	1405.0	Proto-Uralic	1489	CLOUD
Kreis,  Ring, Reifen,  Kampfplatz, Tummelplatz,  Mittelpunkt, Zentrum	1585.0	misspelling	1374	RING
husten,  unregelmäßig arbeiten 〈Maschine〉	1552.0		879	COUGH
Nabel,  Knopf auf der Bischofsmütze,  Abhängsei 〈in der Baukunst〉,  Pflugsohle,  Nabel des Pflanzensamens, Hilum,  Art Verbindungsteil, Mittelteil	1405.0	Turkic	1838	NAVEL
an etw angehängter Klotz,  uneheliches Kind, Kerl,  Last, Anhängsel,  Kind	1783.0	vowel harmony alteration	2099	CHILD
verbringen 〈Zeit〉,  ausgeben 〈Geld〉,  verzehren, verspeisen,  verbrauchen,  Kosten,  ausgeben 〈Geld〉	1372.0	derived word	21	TASTE (SOMETHING)
verbreiten, umherbringen 〈Gerüchte〉,  erdichten, ersinnen 〈pejor〉,  verfassen, dichten,  Dichter,  erfunden,  Erfindung,  Gedicht	1395.0	derived word	1045	POET
Steinmetz,  Maurer,  Freimaurer	1395.0	compound	877	MASON
Träne,  Träne	1211.0	Proto-Uralic	1651	TEAR (OF EYE)
Biegung, Kniestück, Winkelstück,  Ellbogenteil einer Kleidung, Panzerung,  Ellbogen,  Elle 〈als Lägenmaß〉,  Art Liege,  Art Brüstung, Armstütze,  Ellbogen,  eine Elle lang	1246.0	Proto-Ugric	981	ELBOW
sich erbarmen, bemitleiden, sich aus Erbarmen jm annehmen,  vergeben, begnadigen,  schonen,  aussöhnen, erbitten	1372.0		1528	FORGIVE
Buch	1282.0	Wanderwort	963	BOOK
spucken,  heraussagen, Angaben usw schnell, fließend hersagen,  ein Geständnis ablegen, gestehen,  mehrmals spucken,  Spucke, Auswurf	1416.0		1440	SPIT
Krokodil	1578.0	Latin	1857	CROCODILE
Chronik, Jahrbuch,  Bericht, Nachricht,  Chronist	1517.0	Latin	2961	MESSAGE
Kartoffel,  schlecht gehende Uhr	1768.0	loan	593	POTATO
Feuerstätte, Herd,  Ofenwinkel, Ofenbank, Winkel, Ecke,  Arrestlokal	1604.0	loan	192	CORNER
Kugel,  Kegelschieben,  Kegelbahn	1643.0	loan	1114	BULLET
Faust	1708.0	Slavic	1473	FIST
blöd, einfältig,  stumm, taub, taubstumm,  stammelnd, stotternd	1198.0	uncertain	996	DEAF
Made,  verachtenswerter Mensch, schmächtiges Menschchen,  Penis eines kleinen Jungen, Piephahn,  Regenwurm	1713.0	Croatian or Serbian	2350	EARTHWORM
Leibesfrucht,  Ei,  Art Eierspeise,  Lockei	1774.0	loan	744	EGG
krumm, gebogen, solche Hörner habend〈Rindvieh〉,  kraus,  kugelrund, walzig,  spill, Winde,  krummes, gebogenes Horn,  sich winden,  kauern, sich ducken	1685.0		297	CROOKED
Mais,  Maisfeld,  verspotten,  Ausflüchte machen,  spaßen, mit jmdm herumspringen	1691.0	Wanderwort	2760	MAKE A JOKE
hocken, kauern,  sich ducken, zu Hause sitzen	1803.0	derived word	296	CROUCH
Schlüssel,  Lösung, Erklärung,  Art Gerät: Schraubenschlüssel, Klavierschlüssel usw,  beherrschende Stelle, Schlüsselpunkt,  Zeichen zur Bestimmung der Tonhöhe,  Schlüsselbein,  Proportion der Bezahlung, Verteilung usw	1015.0	Slavic	1472	KEY
Schlüsselbein	1782.0	German	1994	COLLARBONE
flechten, falten	1372.0	Slavic	1470	FOLD
Zecke,  Schaflaus,  anhaftende Frucht der Klette,  zudringliche Person, die an einem wie eine Klette hängt,	1565.0	unknown	1527	TICK
flehen, betteln,  heimlich und verbissen lachen, kichern,  grunzen	1767.0	onomatopoetic	3534	BEG
nachlaufen, folgen,  flehentlich bitten, betteln,  flehentlich bitten, betteln	1589.0		1085	FOLLOW
elendes Häuschen, Hütte,  Studier- und Schlafzimmer für 6—8 Schüler,	1565.0	uncertain	1678	HUT
Haufen bzw die Spitze eines Haufens od eines Gegenstandes,  Kegel, Konus,  Kuppel,  Deckel,  Zäpfchen, Suppositorium	1713.0	Croatian or Serbian	2319	LID (COVER, CAP)
Becher, Pokal,  Kufe, Tonne,  Achtel 〈Hohlmaß〉,  Schöpfgefäß	1229.0	loan	476	CUP
Nakken, Hinterkopf,  Kopf	1797.0	loan	1256	HEAD
Haufen, Stoß	1791.0	Croatian or Serbian	2984	HEAP
Mohnkopf,  Haube, Kappe,  deckel	1774.0	uncertain	2319	LID (COVER, CAP)
heilen, gesund machen	1550.0		499	CURE
lärmend jagen, schreien,  lärmen, jauchzen,  schreien, rufen 〈Vogel〉	1568.0		715	SHOUT
filzen, durchsuchen, herumstöbern,  nachforschen, nachspüren	1730.0		2010	INVESTIGATE
schreien 〈Kranich〉,  knurren, quarren,  grunzen 〈Schwein〉,  laut, erschrocken gackern 〈Huhn〉,  quaken	1702.0		377	LOUD
lärmend treiben,  schreien,  krähen 〈Kranich〉	1803.0		715	SHOUT
kurz, stumpf,  kurzschwänzig,  〈zum Ausdruck der Beschimpfung, Geringschätzung〉,  unerlaubten Ausschank betreibend 〈Wirt〉,  von kleinerem Wert 〈Geld〉,  nicht ganzjährig betrieben 〈Dorfschenke〉, unerlaubtem Ausschank dienend 〈Dorfschenke〉,  von bescheidenem Vermögenszustand 〈Adeliger, Besitzer〉,  〈zur Benennung kurzschwänziger Tiere〉,  Zigarillo	1171.0	Latin	1645	SHORT
quaken,  sich verstecken, sich ducken,  plaudern, schwatzen	1649.0	onomatopoetic	2903	CHAT (WITH SOMEBODY)
Kuppler,  Hure, Prostituierte,  empörende, verächtliche Person,  unzüchtig, buhlerisch,  empörend 〈Person, Ding〉,  sehr,  Bordell	1405.0	Slavic	1311	VERY
sich kuschen,  schweigen	1704.0		48	BE SILENT
Schnappmesser, Feitel, Messer,  Bistouri	1792.0	Romanian	1352	KNIFE
Quelle,  Brunnen,  Zisterne	1055.0		849	SPRING (OF WATER)
klein, zwerghaff	1585.0		1246	SMALL
-quelle,  Ursprung,  quelle, Urkunde	1193.0	compound	849	SPRING (OF WATER)
sich ducken, sich versteckt halten,  schlendern, schleichen	1591.0	internal	3215	CREEP
niederträchtiger Kerl,  Hündchen,  Hund,  〈zur Benennung versch Geräte, Bestandteile〉,  Trabant in ungarischer Tracht, Detektiv,  niemand, nichts,  Art Kartenspiel,  Förderwagen,  schuftig, niederträchtig, außerordentlich schlecht,  streng 〈Pflicht〉,  sehr	1305.0		2009	DOG
elende Bude, Hütte, Lager 〈von Tieren〉	1493.0		1678	HUT
um-, aufrühren,  herumstöbern, -suchen	1762.0	onomatopoetic	1468	LOOK FOR
schicken, senden,  delegieren, deputieren	1372.0	derived word	1127	SEND
Bienenfresser,  Specht,  Amsel	1211.0	onomatopoetic	2447	WOODPECKER
einzeln,  abgesondert,  allein,  besonders, extra,  verschieden, ungleich,  eigen,  abgesondert,  einzeln,  besonder, Sonder-	1372.0	lexicalized inflected word-form	1964	ALONE
vorzüglicher, besser,  verschiedenartig, abweichend,  Abwechslung,  Unterschied,  verschieden	1372.0	lexicalized inflected word-form	2504	DIFFERENT
anders,  sonst, übrigens,  empörender,  ohnehin,  besser	1474.0	lexicalized inflected word-form	2504	DIFFERENT
Horn 〈Instrument〉,  Schornstein, Ofenrohr,  Muttertrompete, Eileiter,  Eustachische Röhre,  Becher, Trinkhorn,  Baumkuchen,  Hupe, Fabriksirene	1138.0	unknown	476	CUP
Fischzaun,  Rauchloch des Ofens,  〈zur Benennung rohrähnl Gegenstände〉,  Nasenloch,  Schornstein, Luftloch	1395.0	derived word	1178	NOSTRIL
kämpfen, ringen,  sich standhaft bemühen, gegen etw ankämpfen,  einen Seelenkampf führen,  kämpfen, küzdelem	1395.0		1423	FIGHT
Fuß, Sok-kel,  Bein, Fuß,  Ende bzw irgendein Teil eines Gruntückes,  Schuh,  Fuß 〈Längenmaß〉,  Stamm des Baumes,  der Mensch selbst,  Versfuß	1231.0	Proto-Uralic	1297	LEG
schwimmen,  die Oberhand gewinnen,  fließen,  voll Tränen stehen, werden,  Wellen schlagen,  schweben 〈in der Luft〉,  waten,  sich aufregen	1261.0		1439	SWIM
auf dem Wasser schwimmen, schweben, sich herumwerfen,  voll Tränen stehen, werden,  vom Wege abweichen,  sich aufregen,  waten,  schweben,  taumeln,  locker sein, werden	1619.0		1990	BECOME
Spielball,  Kugel,  Ballspiel,  spielballähnl Gegenstand, Bestandteil	1405.0	Slavic	1114	BULLET
Leiter,  Pedal,  Fußschemel	1470.0	derived word	1464	LADDER
〈zur Benennung versch großblättriger Pflanzen wie Melde, weißer Gänsefuß, Spinat, Klette〉,  Wasserrachaufel	1347.0	Slavic	975	SPINACH
Kiste, Behälter eines Fahrzeuges od der Wagenkasten selbst,  Kiste,  Truhe	1086.0	German	1465	BOX
Feldlager,  Lagerplatz für Futter, Getreide, Holz usw,  Gleit-, Wälzlager,  Kriegsgefangenen-, Konzentrationslager	1759.0	German	605	GRAIN
weich,  flaumweich, fein,  träge,  mild, zärtlich,  wäßrig,  sanft,  von niedrigem Schmelzpunkt 〈Metall〉,  lau,  weich 〈Wasser〉,  palatalisiert 〈Laut〉,  Moll- 〈Tonart〉,  zerfließend,  Hirnblatt	1370.0	Proto-Finno-Ugric	1856	SOFT
weicher Teil des Körpers,  Lende	1791.0	derived word	187	LOIN
unsinnig, verrückt,  träge, faul,  ungeschlacht, schwerfällig,  Faulpelz,  Faultier	1604.0	uncertain	1564	LAZY
Sünde	1490.0		2971	SIN
Teich, Sumpf,  Pfütze	1592.0		1145	SWAMP
schmausen,  verbrauchen,  mit Schmaus feiern,  essen, schmausen	1481.0		1336	EAT
lamentieren,  lärmen	1614.0		2895	MAKE NOISE
Lampe, Laterne,  Blesse,  Laterne 〈Kuppelteil〉	1372.0		625	LAMP
Speer, Lanze,  Lanzette	1384.0	loan	945	SPEAR
Flamme,  heftige Leidenschaft,  das Feinste, die Blüte 〈zB Auszugsmehl〉,  Alkohol,  geflammt, mit Flammen brennend,  flammend brennen	1316.0	uncertain	889	FLAME
halbnackt,  träge, schwerfällig 〈Person〉,  hochgeschossen 〈junger Mann〉	1829.0	German	1564	LAZY
platte,  Klinge 〈Sense, Säge〉	1458.0	Latin	2952	SLAB
Laute,  〈als Sinnbild der Poesie〉,  Lied,  Herdenglocke	1405.0	German	1096	SONG
Lampe,  Innenhaut,  durchscheinende Haut, Blase als Fensterscheibe od Leuchtengehäuse	1508.0	Latin	625	LAMP
weichlich, schwach,  naschhaft,  faul, träge,  still, rieselnd 〈Regen〉,  lau,  liederlich,  stiller, rieselnder Regen	1585.0	unknown	1601	WEAK
flache Klinge 〈Säbel〉, Fläche 〈Messer〉,  flache Seite,  Fläche 〈Geom〉,  Seite 〈Buch〉,  Blatt, Karte,  Niederung,  Zeitung,  Platte	1138.0	uncertain	628	LEAF
Moor,  Floß,  Bewach- sung des Sumpfwassers	1113.0	Proto-Finno-Ugric	2962	MOORLAND
Schaufel,  Riemenblatt, Ruderschaufel,  Schaufel 〈vom Wasserrad usw〉	1395.0	Slavic	1901	SHOVEL
Schulterblatt,  Schaufel,  〈Benennung versch Pflugteile〉	1405.0	Slavic	1901	SHOVEL
flach 〈Land〉,  niedrig,  oberflächlich, nichtig,  Flachland,  Art Kuchen	1228.0		3348	LOW (POSITION OR HEIGHT)
〈zur Benennung versch großblättriger Pflanzen, haupts Klette und Wegerichgewächse〉,   Blatt, Baumblatt	1256.0	Slavic	628	LEAF
Alarm,  Geräusch, Lärm,  Aufruhr,	1631.0	German	1182	NOISE
langsam,  leise, still,  sanft, gemäßigt,  gemächlich, saumselig,  Art Tanz,  besänftigen,  verlangsamen,  kraftlos werden,  langsam werden	1192.0	uncertain	701	SLOW
sehen, schauen,  besuchen,  nach etw sehen, sich nach etw umsehen,  erfahren, verstehen, zur Kenntnis nehmen,  achtgeben, achten,  untersuchen, prüfen,  für etw halten,  sich an etw machen, zugreifen,  empfangen, aufnehmen, mit jmdm umgehen,  erleben,  jmdm etw zuteil werden lassen,  Prophet,  Vision,  Sehen,  sichtbar, offen	1216.0	Proto-Uralic	1409	SEE
besuchen,  jmdm etw zuteil werden lassen,  frequentieren,  heimsuchen,  herumschauen, prüfen	1372.0	derived word	1377	VISIT
Lichtung, Blöße, Wiese,  Rodung	1093.0		2819	GRASSLAND
schütter, spärlich, sich zerstreuend,  von schwachem Körperbau, verfallen,  nicht streng, leichtsinnig,  locker,  verweichlicht, faul,  ungenau,  locker 〈Verbindung〉,  lockerer, wertloser, geringfügiger Teil,  leerer, schütterer Teil eines Obstgartens,  taube Ähre, Spreu,  Kohl mit lockeren Blättern,  schütterer Wald	1607.0	uncertain	1564	LAZY
Lachs 	1544.0	Slavic	944	SALMON
Decke, Tuch zum Einbündeln,  grobes, zottiges Tuch,  Betteinlage, Matratze,  Schläge, Prügel,  verprügeln	1321.0	Slavic	806	BLANKET
ab, her-, hinab, her-, hinunter,  ab, her-, hinab, her-, hinunter,  auf eine niedrigere Stufe 〈in der Rangordnung〉,  unten,  nieder mit ihm, herunter damit	1372.0	lexicalized inflected word-form	721	LOW
Mädchen,  Tochter,  magd,  Freudenmädchen	1055.0	compound	1357	DAUGHTER
herabhängend sich hin und her bewegen,  stottern,  langsam gehen, trotteln	1792.0		1866	STUTTER
Luft,  Gas,  Luft	1813.0	internal	27	AIR
weiden, grasen,  nähren, füttern,  sich ergötzen, sich weiden	1386.0	internal	739	FEED
Heer, große Anzahl, Menge,  größte Einheit des römischen Heeres,  Freiwilligertruppe,  Fremdenlegion	1416.0		2987	AMOUNT
Fliege,  Spitzel,  Fliege 〈Korn am Gewehr〉,  verwirrt,  voller Fliegen	1138.0	Proto-Finno-Ugric	1504	FLY (INSECT)
fächern,  wedeln,  sanft wehen 〈Wind〉,  herumschlagen, fuchteln,  um jmdn schwänzeln, jmdm schmeicheln,  Fächer	1395.0		1971	FAN (OBJECT)
Atem, Hauch	1326.0		870	BREATH
leicht, gering, leer, taub 〈Ähre〉,  liederlich,  Spreu, Deckhäutchen der Samen,  Kornbrand,  schundige Sache, Schundzeug,  taube Ähre	1690.0	uncertain	1624	EMPTY
abfallen, geneigt sein,  tanzen,  tänzeln,  Abhang,  Art Tanz	1332.0	internal	1879	DANCE
Träger einer niederen Weihe,  Lehrer,  Lehrer für moderne Sprachen an einer Hochschule,  Mitarbeiter  zur Begutachtung der Manuskripte	1511.0	Latin	1038	TEACHER
finden,  das Fieber schüttelt einen,  treffen, jmdm geschehen,  suchen, um etw bitten,  Finden,  Fieberfrost,  Befund 〈Med〉,  Fund 〈Archäologie〉,  erkranken,  Krankheit,  Erfindung,  krank	1372.0	uncertain	1468	LOOK FOR
Pflugschar,  Platte,  Schallplatte	1395.0	Slavic	2952	SLAB
Zitrone	1525.0	Latin	3091	LEMON
wehen, hauchen 〈Wind〉,  schwingen, sich hin und her bewegen,  ein kümmerliches Dasein fristen,  flattern	1508.0		175	BLOW (OF WIND)
unten,  auf niedrigerer Stufe 〈im Rang〉,  weiter unten	1791.0		721	LOW
Wesen, Wirklichkeit,  Geschöpf, Mensch,  das Selbst	1790.0	internal	683	PERSON
Leopard	1533.0	Latin	1139	LEOPARD
Decke, Bettuch	1395.0		806	BLANKET
schreiten, einen Schritt tun,  Schreiten, Gehen,  Schritt,  Maßnahme,  Zug 〈im Schachspiel〉	1372.0	Proto-Ugric	2065	STEP (VERB)
Milz	1319.0	Proto-Uralic	1744	SPLEEN
unflätig 〈redend〉,  schlampig, schmutzig,  scheußlich,  quatschnaß,  im Gehen ungeschickt,  schwatzhaft,  Possenreißer,  der Mund eines Schwatzmauls	1766.0		1230	DIRTY
Schmetterling,  fliegendesInsekt jeglicher Art,  Flügel, Flügelfrucht 〈Bot〉	1590.0	derived word	1791	BUTTERFLY
Schmetterling,  herabhängendes Zierwerk,  Wamme,  Lappen 〈an Kleidungsstücken〉,  Schirm 〈am Kerzenhalter, Schornstein usw〉	1590.0		1791	BUTTERFLY
Käfer,  Schmetterling,  leichtsinnige, flatterhafte Person, Prostituierte	1467.0	uncertain	1791	BUTTERFLY
langsam gehen, trotteln,  wie ein Tölpel sprechen, stottern	1604.0		1866	STUTTER
Hase,  Wolf,  Katze	1750.0	unknown	1208	CAT
Flechtwerk zu versch Zwecken,  Stange, Pfahl	1477.0	Slavic	281	POST
Sprößling,  Dasein, Zustand,  Geburt, Ursprung,  Werden zu etw,  Aufenthalt,  Existenz, Realität,  Sein	1292.0	derived word	2805	BIRTH (ACCOUCHEMENT)
die Leiter,  Wagenleiter,  Tonleiter,  hochgeschossener Mensch	1416.0	Slavic	1464	LADDER
Luft,  das Freie, freie Luft,  luftartige, gasförmige Substanz,  Niemand, Nichts,  allgemeine Stimmung, Atmosphäre,  Luft	1615.0	lexicalized internal development	27	AIR
Brief,  Blatt einer Pflanze,  Adels-, Freibrief usw, Urkunde,  Blatt, Seite 〈im Buch〉, Zettel,  dünne Metallplatte, plattenförmiger Gegenstand,  Zeitung,  Blätterteig,  Blätter treiben,  blättrig 〈Pfanze〉,  eines Verbrechens verdächtigt, brieflich verfolgt,  entblättern, Triebe entfernen,  Briefwechsel führen	1067.0	uncertain	628	LEAF
 Soldat,  Held, Recke,  Mitglied einer Jugendorganisation zur vormilitärischen Ausbildung zwischen den beiden Weltkriegen	1568.0	Wanderwort	1941	SOLDIER
Suppe	1577.0	derived word	1547	SOUP
herumschweifen, sich herumtreiben,  ausfliegen,  schwindeln, wanken, sich erholen	1562.0	internal	168	REST
Gänschen, Gänseküken, Gans,  einfältiges Mädchen, dummes Weib,  Moos auf dem Dach	1193.0	derived word	1187	GOOSE
schweben, schwimmen,  schwanken,  unschlüssig sein, wanken,  sich leicht fortbewegen,  schlottern,  leichtes Kleid für Frauen, Hemdbluse,  Moor,  Schwebebahn	1754.0		1439	SWIM
böser Geist, Dämon,  Sternschnuppe, Irrlicht,  Alpdrücken,  Fledermaus,  Mensch 〈pejor〉,  schwächliches, lästiges Kind,  im Wachstum zurückgebliebenes Hühnchen	1405.0	unknown	1793	BAT
Auwald, Hain,  Wiese,  Park,  Lichtung, Hain, Garten 〈Obstkultur usw〉	1121.0	unknown	2819	GRASSLAND
ausgleichen, wettmachen,  auflösen 〈Geschäft〉,  töten, hinrichten	1697.0	Latin	1417	KILL
Flieder,  lila	1795.0	German	2452	PURPLE
Sumpf, Morast	1615.0	Latin	1145	SWAMP
Komma,  Reihe, genealogische Linie,  Hängemaß,  Regel, Vorschrift,  Linie, Gerade,  Grenzlinie, militärische Front,  Lineal,  Niveau,  gerader, abgesteckter Weg 〈auf dem Feld, im Wald〉	1549.0		3405	RULER
zur Unterwelt gehörend, gerieben 〈Person〉,  falsch,  unzuverlässig, schwindelhaft,  lügen	1862.0		1390	WRONG
sich ducken 〈vor Furcht〉,  irgendwohin schweben,  erschrecken 〈intrans〉,  einwenig niederkauer 〈im Tanz〉, tanzen	1578.0		1879	DANCE
Mehl	1279.0	uncertain	1594	FLOUR
Litanei 〈Kirche〉,  lange, eintönige Aufzählung,  Vesper	1513.0	Latin	418	FOR A LONG TIME
stoßen, werfen,  schaukeln, schwenken	1783.0		1456	THROW
flattern,  lodern, flackern,  flammen 〈Gefühl, Wille, Eifer〉,  blinken,  sieden, hervorquellen,  Fahne 〈urspr als Lanzenschmuck〉	1458.0		792	BOIL (OF LIQUID)
Sitzbank,  ein horizontal angebrachtes Brett als Regal,  Bett, Art Pritsche	1604.0	Slavic	1663	BED
Matsch, Quatsch,  Gemisch, Fraß,  leer, unnütz,  schlickerig, schmutzig	1551.0	compound	1230	DIRTY
herabhängen, baumeln,  wackeln,  bummeln, umhergehen,  schuldig sein,  fliehen, entweichen,  schwänzen,  hin und her baumelnd,  arbeitsscheu	1409.0		956	FLEE
zusammenfallen, schrumpfen, abnehmen, nachlassen	1456.0		2864	DECREASE
Niederung,  Tal zwischen zwei Bergen, Engpaß,  Wiese	1505.0	Ukranian	2819	GRASSLAND
Ort, Raum, Räumlichkeit,  Nachtlokal	1835.0	international word	723	PLACE (POSITION)
naschhaft, gefräßig,  träge, faul,  unsinnig, verrückt	1585.0	unknown	1564	LAZY
Beutel, beuteiförmiger, bauschiger Teil eines Kleidungsstückes, Lumpen,  bauschige Hosen,  zottige Behaarung,  Filz	1211.0		2951	POUCH
