form	sense	year	origin	Loan	Concepticon_ID	Concepticon_Gloss
kanál	 Löffel,  Kelle,  löffelförmiger Gegenstand, 	1395.0	unknown	False	1378.0	SPOON
kancsó	 Krug, Kanne	1361.0	unknown	False	270.0	JUG
kankalék¹	 Schwingbaum od Brunnenschwengel,  Haken,  Zugwinde, Heberolle,  Brunnenpfosten	1519.0	uncertain	False	1071.0	HOOK
kankó²	 gebückt, krumm,  Haken, Krückstab,  krummes, hakenförmiges Werkzeug zum Häckseln,  Krücke	1422.0	uncertain	False	1071.0	HOOK
kanna	 Kanne,  Art Hohlmaßeinheit,  Eimer	1500.0	loan	True	2052.0	BUCKET
kantaír†	 Arznei, Zauber-mittel,  quacksalbern, hexen,  zauberkräftig, hexerisch	1585.0		False	1372.0	MEDICINE
kántál	 singen,  betteln	1519.0	Latin	True	1261.0	SING
kantár¹	 Art altes Gewichtsmaß, etwa 50 kg,  Waage	1559.0	Wanderwort	True	2783.0	SCALES (MEASURE INSTRUMENT)
kantár²	 Zaum,  Band, Schleife 〈eines Kleidungsstückes〉,  Tragnetz, meist aus Riemen od Bindfaden	1571.0	Turkic	True	2969.0	RIBBON
kantus	 Morgenrock,  Art langes Kinderkleid,  Mantel	1705.0	loan	True	603.0	COAT
kánya	 Milan,  〈in heftigen Ausdrücken mit verblaßter Bed〉,  Krähe,  Habicht	1138.0	Slavic	True	913.0	CROW
kanyarít	 entwenden,  lenken, abwenden,  schleudern,  werfen,  beugen, eine bogenförmige Figur machen,  bogenförmig abschneiden, schweifen,  flunkern, Umschweife machen 〈in der Erzählung〉,  schreiben	1636.0		False	1456.0	THROW
kanyaró	 Blattern,  Masern, 	1567.0	Turkic	True	1054.0	SMALLPOX
kap	 ergreifen,  bekommen, erreichen,   zugreifen,  ergreifen, bezwingen,  nach etw greifen, haschen,  umwerben,  in Streit geraten, angreifen,  erwischen, zufällig treffen,  ertappen,  zu Kräften kommen, in Aufnahme kommen,  anfangen,  erbeuten,  sich aufrichten,  hinausgehen, ausschweifen,  in Mode bringen,  sich etw angewöhnen,  finden, kaufen können, aufnehmen können,  abknipsen, einen Schnappschuß machen von etw,  heruntermachen,  Prügel, Schelte bekommen,  trinken 〈alkoholisches Getränk〉,  ärgern,  jmdn festnehmen lassen,  jmdn an etw gewöhnen,   Essen geben,  habgierig nach etw haschend,  gangbar 〈Ware〉,  ausschweifend,  plötzlich, aus dem Stegreif	1237.0		False	719.0	FIND
kapa	 Hacke, Haue,  Bodenfläche, die  an einem Tag bearbeitet werden kann,  Dreizack,  Hacken, Arbeiteines Hauers,  Hauer 〈Arbeiter〉,  mit der Hacke bearbeitet 〈Pflanze〉	1138.0		False	284.0	HOE
kapar	 erhaschen,  kratzen,  scharren,  begraben, verscharren,   kratzen 〈Rauch, Gewürz, Staub〉,  kritzeln,  auskratzen 〈Kürettage〉	1566.0	derived word	False	1767.0	SCRAPE
kapca	 Art Fußbekleidung aus Filz usw,  Huf,  Fußlappen,  Strumpf,  Spat am Sprunggelenk eines Pferdes, Ringbein,  Fetzen, Lumpen,  Dreckskerl, Schurke,  Haare auf dem Fesselgelenk	1380.0	Slavic	True	152.0	HOOF
kápli	 Kappe, Mütze,  Haube 〈von Frauen und Kindern〉  kapselartige Bedeckung des Haarknotens von Frauen	1763.0	loan	True	1288.0	CAP
kapta	 Schuhleisten,  Huf,  Pantoffeln,  Spat eines Pferdes, Ringbein,  Schablone	1430.0	Slavic	True	152.0	HOOF
kaptány	 Fuchseisen, Falle	1628.0	Turkic	True	1075.0	TRAP (PITFALL)
kaptat	 jmdn an etw gewöhnen,  bergauf gehen, bergauf treiben, fahren,  jm Lage aufbessern, zur Genesung, Erstarkung verhelfen,  steile Stelle	1762.0	derived word	False	741.0	DRIVE
kapu	 Durchgang,  Tor,  torartiger Gegenstand, Ort 〈in gewissen Sportarten〉,  Torhüter,  Torwart	1009.0	Turkic	True	2940.0	GATE
kapzsi	 Beute, Raub,  habgierig	1506.0	derived word	False	2018.0	GREEDY
kar²	 Arm,  Arm als Gegenstand, Lehne	1254.0		False	1673.0	ARM
kár	 Verlust, Einbuße, Schaden, nachteilige Veränderung,  Platz, wo das Weiden untersagt ist,  schade 〈als Präd〉	1019.0	Croatian or Serbian	True	3006.0	SPACE (AVAILABLE)
karafina	 Karaffe, Flasche	1697.0		False	1321.0	BOTTLE
karaj¹	 Rand, Umkreis,  Rinde,  Halbkreis od Kreis bzw solcher Teil von etw,  Gipfel, Scheitel,  Schnitte, Stück, Scheibe 〈Brot〉,  tiefe Einbuchtung eines Blattes,  Krümmung 〈eines Flusses usw〉,  Abfall, der sich beim Schwingen des Kornes anhäuft,  Art ungarischer Volkstanz	1517.0	Slavic	True	1204.0	BARK
karakán	 stramm, unbeugsam	1800.0	paronymy	False	3053.0	TIGHT
karakter	 Ziffer, Buchstabe, Schriftzeichen,  Zeichen, Kennzeichen,  Rang, Würde,  Charakter, Eigenart,  Gesamtheit der menschlichen Wesensmerkmale	1577.0		False	1024.0	CHARACTER
karám	 Häuschen, Hütte,  Pferch, Hürde	1620.0	uncertain	False	1678.0	HUT
karattyol	 plaudern, schwatzen,  quaken,  gackern, glucken 〈Huhn〉,  krähen, krächzen,  babbeln,  eine Rassel schnarren lassen	1456.0	onomatopoetic	False	2903.0	CHAT (WITH SOMEBODY)
karcol	 ritzen, kratzen,  zeichnen, kritzeln,  kratzen 〈im Hals, Magen usw〉,  Skizze	1550.0		False	1767.0	SCRAPE
karcsú	 schlank,  mager,  karg, 	1574.0	unknown	False	1400.0	THIN (SLIM)
kardalészába	 in Unordnung, durcheinander, vernachlässigt 〈sein, halten, lassen〉			False	1448.0	HOLD
karfiol	 Blumenkohl	1664.0	loan	True	2843.0	CAULIFLOWER
kárhozik	 der Verdammnis anheimfallen,  verdammt sein, verflucht sein,  verurteilen, mißbilligen, tadeln,  fluchen,  Verurteilung 〈moralisch〉,  Verdammnis 〈theologisch〉,  Pein, Leidengyötrelem, szenvedés,  verdammen,  Verdammnis bringend	1372.0	Latin	True	484.0	CONDEMN
karika	 Kreis, kreisrunde Form,  kreisförmiger Gegenstand, Reifen, Ring,  Faß,  Scheibe, Scheiben- od walzenförmiger Gegenstand,  Laufreifen als Spielzeug,  kreisförmige Scheibe,  geringelt,  Art Peitsche	1357.0	derived word	False	1374.0	RING
karima	 Krempe,  Rand, Umkreis	1545.0	Slavic	True	2989.0	FRINGE
karistol	 kratzen,  sich räuspern,  oberflächlich kämmen,  herumschlendern	1834.0	derived word	False	1767.0	SCRAPE
karmol	 mit den Krallen aufkratzen,  aufkratzen,  reiben, streifen,  kritzeln,  kratzen 〈Rauch, Würze, Getränk〉,  schimpfen,  mit dem Nagel anschlagen 〈die Saite eines Instruments〉	1749.0		False	1449.0	RUB
karó	 Pfahl,  Zaun	1395.0	Chuvash	True	1690.0	FENCE
károg	 krähen, krächzen,  lärmen, schwatzen,  quaken,  nörgeln	1585.0	onomatopoetic	False	2895.0	MAKE NOISE
kártékony	 Schaden, Unheil stiftend, Bosheit begehend 〈Person〉, schädlich 〈Tier, Pflanze, Naturkraft〉,  nachteilig 〈Eigenschaft, Gewohnheit, Erscheinung des Gesellschafts- od Geisteslebens〉	1607.0		False	2947.0	DAMAGE (INJURY)
kártya¹	 Spielkarte, Kartenspiel,  Pappe, Papier,  Landkarte,  Eintrittskarte, Besuchskarte,  Postkarte	1495.0		False	648.0	PAPER
kas	 reusenartiges Fischergerät,  Bienenkorb,   Korb,  Wagenkorb,  Speicher,  Schanzkorb,  Flechtwerk 〈für Maisscheuer, Schafhürde usw〉,  Hühnerkorb, Käfig für Mastgänse,  Fahrkorb im Bergwerk,  Bauernofen,  Körbchen	1131.0		False	1539.0	BASKET
kása	 Grütze, Brei,  Wade,  Mörtel,  dickflüssige od grießige, breiartige Masse,  Auflauf, Souffle	1138.0		False	3651.0	MUSH (FOOD)
kasornya	 Korb,  Speisetragnetz meistens aus Bindfaden,  Wagenkorb,  Rückentrage, Reff für Holz-und Reisigbündel	1343.0		False	1539.0	BASKET
kasza	 Sense,  einer Sense ähnl Gegenstand,  Acker, Wiese,  mit dem Bein gestellter Haken,   messer 〈im Arg〉,  Mäher,  Mäher,  Wiese	1138.0		False	2819.0	GRASSLAND
kaszinó	 Kasino 〈Art Vergnügungslokal〉,  Art Kartenspiel,  Gruppe von konvenierenden Leuten,  plaudern	1791.0		False	2903.0	CHAT (WITH SOMEBODY)
kaszni	 Kommode, Truhe, Schrank,  Wagenkasten od Sitzkasten 〈Karren, Pferdeschlitten〉,  Sarg,  Gefängniszelle,  verhaften, gefangensetzen	1813.0		False	3106.0	WARDROBE
katasztrófa	 überraschende Wendung, schweres, verhängnisvolles Unheil, Unglück,  Lösung des Konflikts 〈im Drama, Epos〉	1815.0		False	56.0	BAD LUCK
katicabogár	 Marienkäfer 	1861.0		False	3139.0	LADYBUG
katlan	 Art Gerät zum Backen, etwa Backdekkel,  Ofen,  tiefes Kochgefäß, Kessel,  Kesselherd, Art Feuerstätte,  Brennpunkt, Fokus,  Talkessel,  Krater eines Vulkans,  Dampfkessel,  Kessel, Einkesselung 〈im Krieg〉	1521.0		False	854.0	KETTLE
katrinca	 tuch,  farbiger Rock bzw Schürze der Bäuerinnen	1405.0		False	3066.0	SCARF OR TURBAN
káva	 Rahmen, Einfassung, Zarge,  Brunnenkranz,  Rahmen des Wagendaches, Öse für die Stützleiste an Leiterwagen,  Unter- bzw Oberschnabel,  Henkel, Griff,  Fessel,  Krater, Abgrund, Felsenabhang	1057.0		False	1254.0	HANDLE
kavar	 drehen,  mischen, mengen,  umrühren,  brauen, panschen,  erregen, aufregen, Unruhe verursachen,  aufrühren 〈Bodensatz〉	1669.0		False	696.0	STIR
kaverna	 Höhle, Grotte,  krankhafte Höhlung 〈bes bei Lungentuberkulose〉,  höhlenartiger militärischer Unterstand	1880.0		False	1155.0	CAVE
kazah	 Kasache,  kasachisch,  Heu- od Strohschober von länglicher Form,  Haufen, Stoß, Menge,  Getreidefeimen	1816.0		False	2984.0	HEAP
kazán	 tiefes Gefäß zum Kochen, Kessel,  Dampfkessel,  Lokomotive	1615.0		False	854.0	KETTLE
képes	 geformt,  ähnlich,  rätselhaft, übertragen, bildlich,  möglich,  füglich, ziemlich,  bebildert,  schön,  fähig,  Ähnlichkeit,  Fähigkeit, Vermögen,  den Anschein erwecken,  Bildung geben,  befähigen	1388.0		False	1427.0	BEAUTIFUL
képest	 gleich, ähnlich wie,  im Vergleich zu,  gemäß,  wegen,  hinsichtlich, in Anbetracht,  irgendwie	1372.0	lexicalized inflected word-form	False	2918.0	BECAUSE OF
képlékeny	 plastisch, bilam, formbar 〈Stoff〉	1871.0	internal	False	654.0	PLASTIC
képlet	 Gestalt, Form,  Figur, Redebild,  Vorstellung,  Gebilde 〈haupts wiss〉,  Muster,  Versform, Versbau,  Formel 〈Math, Chem〉	1815.0	internal	False	2988.0	PATTERN
ekképpen	 auf diese Weise,  so, 	1372.0		False	2336.0	OF THIS KIND (SUCH)
kér¹	 bitten, wünschen,  inständig bitten, anflehen,  ersuchen, auffordern,  um jm Hand bitten od werben, freien,  fordern,  beten,  hinbestellen,  käuflich erwerben,  Brautwerber,  bitten, kérés,  Bitte	1138.0	Proto-Finno-Ugric	False	1828.0	ASK (REQUEST)
kér²†	 Kruste, Rinde,  Kruste, Rinde,  Span,  Hinterkappe	1138.0	Proto-Finno-Ugric	False	1204.0	BARK
kérd	 bitten, begehren,  fragen,  Fragen,  nachfragen	1164.0	derived word	False	1309.0	ASK (INQUIRE)
kerek	 Wald,  Wirbelwind,  etw Rundes,  rund, kreisförmig,  umfangreich,  kugelrund,  offen, frei, unverblümt 〈Rede〉,  rund, voll 〈Summe, Zahl〉,  abgerundet 〈Text. Aufführung, Schriftwerk〉,  sich runden	1055.0	Proto-Finno-Ugric	False	1395.0	ROUND
kerék	 Rad,  Folterrad,  Kreis,  Gesellschaftskreis,  Rademacher, Wagner,  kreisförmig,  Duodenum	1211.0	paronymy	False	1467.0	CIRCLE
kerekedik	 sich zu bewegen anfangen, sich erheben, sich auf den Weg machen,  entstehen, sich bilden,  offenbar werden,  mit etw vermischt werden,  folgen,  kosten 〈Preis〉	1527.0	derived word	False	1085.0	FOLLOW
kerékpár	 Fahrrad	1833.0	compound	False	747.0	BICYCLE
kerep²	 Art Schiff, Fähre	1248.0	Turkic	True	3733.0	FERRY
keres	 suchen,  erwerben,  streben, sich bemühen,  nach etw trachten, auf etw hinwollen,  Suche führen, nachforschen,  verfolgen,  profitieren von etw,   verdienen,  gerichtlich belangen, klagen,  Suchen,  Sucher	1372.0	Proto-Finno-Ugric	False	1468.0	LOOK FOR
kereskedik	 Handel treiben,  Gewinn tragen, gewinnen,  suchen,  fordern,  nachfragen, sich erkundigen,  jagen,  mit etw nicht am Platze sein, an den Unrechten kommen,  sich beschäftigen, sich betätigen,  nach etw streben, trachten,  brünstig sein, sich begatten 〈Kuh〉,  mit jmdm Händel suchen,  Kaufmann,  Beschäftigung	1416.0	derived word	False	1468.0	LOOK FOR
kérész	 Eintagsfliege,  Wurm, Made	1570.0	unknown	False	1219.0	WORM
kereszt¹	 altes Hinrichtungsgerät in Kreuzform 〈auch als Sinnbild des Christentums〉,  zwei einander senkrecht schneidende Linien bzw Körper, Gegenstand, Zeichen usw in dieser Gestalt,  Marter, Qual, Schicksalsprobe,  Kreuzbein,  Getreidepuppe, Mandel,  Querholz an der Deichsel, Bracke,  Blüte des Maises,  Kreuzritter	1075.0		False	2981.0	ITEM
keresztel	 den Taufakt vollziehen,   mit Wasser vermischen,  jmdm od etw einen Namen geben,   aufnehmen,  ausschimpfen,  durchprügeln,  Taufe	1416.0	Slavic	True	299.0	SCOLD
keresztül	 kreuz und quer,  quer,  verkehrt,  durch,  durch, über,  während,  hindurch,  mit Hilfe von, durch Vermittlung von	1529.0	lexicalized inflected word-form	False	97.0	THROUGH
keresztül-kasul	 kreuz und quer,  hin und her,  durcheinander,  durch, über	1553.0	compound	False	97.0	THROUGH
kerevet	 Sofa	1585.0	Wanderwort	True	3099.0	SOFA
kerge	 drehkrank, taumelnd, schwindelig,  närrisch, verrückt	1351.0		False	1899.0	MAD
kerget	 treiben, verfolgen, jmdm nachsetzen,  hin und her rennen, herumtollen,  belästigen,  zusammenplappern,  trachten,  hineinzwängen	1536.0	uncertain	False	2869.0	BOTHER (HARASS)
kérődzik	 sagen, aussagen,  rülpsen, wiederkäuen,  über etw grübeln, etw wiederkäuen	1372.0		False	1458.0	SAY
kert	 Garten,  umzäunte Fläche 〈als Wildgehege〉,  Zaun, Hecke, Umfassungsgraben,  Teil des Wirtschaftshofs zur Lagerung des Getreides	1055.0	internal	False	1690.0	FENCE
kerül	 umgehen, durchwandern,  gelangen,  meiden, ausweichen,  umgarnen, beschwatzen,  umgeben,  zum Vorscheinkommen,  kosten 〈Preis〉,  stammen,  sich finden,  Umweg,  Umgang. Herumgehen 〈um etw〉 Umgebung, fassung,  Bezirk, Kreis	1332.0		False	1467.0	CIRCLE
kés	 Aufzeichnung des Zehenten durch Einkerben mit Messer,  Messer,  Schwert, Säbel	1138.0	Proto-Finno-Ugric	False	1352.0	KNIFE
késa†	 Kampf,  Pein, Quälerei,  Streit,  kämpfen,  kämpfen	1138.0	uncertain	False	1423.0	FIGHT
keselyű	 Geier 	1233.0	Turkic	True	1185.0	VULTURE
keserű	 bitter,  qualvoll,  lästig, peinlich,  erbittert, enttäuscht,  Betrübnis, Bitternis,  Magenbitter 〈Getränk〉,  bitter	1138.0		False	887.0	BITTER
keserves	 traurig, erbittert 〈Person〉,  schmerzlich, sauer,  kläglich, bitterlich,  bitter,  sauer erworben,  〈als Schimpfw in mildem Fluch〉,  wertlos, geringwertig,  Klageweib,  trauriges Musikstück	1506.0		False	1906.0	SOUR
keshedt	 zerrissen,  abgenutzt, verschlissen,  gering, mager,  hager, spindeldürr	1807.0		False	2219.0	LEAN (MEAT)
késik	 säumen, zögern,  säumig sein,  spät kommen. Verspätung haben,  nachgehen 〈Uhr〉,  säumen,  hindern	1138.0	Turkic	True	554.0	HINDER
keskeny	 schmal, eng	1075.0	internal	False	1267.0	NARROW
kész†	 bewegen, antreiben, aneifern,  ausrüsten, vorbereiten,  abreden, abraten	1372.0		False	2909.0	PREPARE
készlel	 antreiben, bewegen, aneifern	1372.0		False	2881.0	URGE (SOMEONE)
két	 zwei 〈als Attr〉,  Zweifel,  Mengkorn,  zwemal,  zwei 〈als Präd und in selbständigem Gebrauch〉,  zweiter, Zweit-,  Hälfte,  Zweikampf,  Duett,  paarig,  Zwillings-,  Duett,  Zwei 〈Zahl, Note〉	1057.0		False	816.0	HALF
kétely	 Zweifel, Ungewißheit,  Zweifeln,  Zögern	1824.0	internal	False	3536.0	DOUBT (SOMETHING)
kétkedik	 zweifeln,  zögern, schwanken	1794.0	internal	False	3536.0	DOUBT (SOMETHING)
kétség	 Zweifel, Schwanken, Bedenken,  Verzweiflung	1372.0	derived word	False	573.0	SWAY
ketyeg	 ticken,  pochen 〈Herz〉,  schnalzen, klicken,  klappern 〈zB Mühle〉,  plappern, plaudern,  glucken	1799.0		False	2903.0	CHAT (WITH SOMEBODY)
kevély	 hochmütig, stolz	1355.0	internal	False	174.0	PROUD
kever	 umrühren, vermischen,  umdrehen, überströmen, beschmutzen,  verwickeln 〈in Unannehmlichkeiten〉,  nachpflügen,  mischen, mengen,  verwirren,  verwechseln,  aufstören, aufrühren,  wegwerfen, verwerfen,  stiften 〈Unheil〉,  Mischung,  sich herumtreiben	1138.0	derived word	False	696.0	STIR
kevés	 wenig, nicht genug,  klein,  unmaßgeblich,  kurz darauf, ein bißchen,  wenig, nicht genug 〈als Adj〉,  ein bißchen,  eine kleine Weile,  ein bißchen,  eine kleine Weile, 	1372.0	Proto-Uralic	False	1246.0	SMALL
kéz	 Hand,  freundlich, nachgiebig,  mit der Hand etw vorzeichnen, eine Gebärde tun,  lenken, betätigen,  Manipulant	1220.0	Proto-Finno-Ugric	False	1277.0	HAND
kezd	 anfangen 〈trans〉,  〈als Hilfszeitw der eintretenden Handlung〉,  angreifen,  beginnen, sich anheben,  anbinden, Händel suchen bzw anbändeln, anheftein,  unternehmen	1372.0	derived word	False	2891.0	TIE UP (TETHER)
ki¹	 wer?,  wer 〈als Rel〉,  welcher,  der/die/das 〈als Rel.〉,  einer,  was?,  wie, wie sehr!,  ein jeder,  was für ein?, welcher?,  der/die/das eine . . . der/die/ das andere	1372.0		False	1239.0	HOW
kiált	 schreien, rufen,  schreien, rufen 〈gewisse Art von Vögeln〉,  zu etw ausrufen,  jmdm etw Schlechtes nachsagen,  grell sein 〈Farbe〉	1357.0		False	715.0	SHOUT
kecele	 Meßgewand,  Oberkleid 〈für Frauen〉,  Art Leinwand,  Schürze,  Kopfbedeckung, Kopftuch	1423.0		False	2046.0	APRON
kecske	 Ziege,  Gerüstbock	1278.0	uncertain	False	1502.0	GOAT
kedd	 Dienstag	1057.0	derived word	False	1695.0	TUESDAY
kedély	 Gemüt, Stimmung,  Laune,  Seele, Charakter	1829.0	internal	False	811.0	SOUL
kedig†	 doch, indessen, aber,  und, hinwieder,  und zwar,  jedoch, wahrlich,  oder,  doch 〈zur Verstärkung〉	1372.0	lexicalized inflected word-form	False	1014.0	OR
kedv	 Wohlgefallen, Wunsch,  Wohlwollen,  Laune, Lust,  Genuß, Vergnügen,  Neigung, Bereitwilligkeit,  liebevoll, herzlich,  um einer Sache willen	1219.0	uncertain	False	2960.0	LONGING (WISH)
kefe	 Bürste,  tadeln,  bürsten,  schlagen,  ficken	1552.0	Ottoman-Turkic	True	1821.0	BRUSH
kégy†	 Rennbahn, Stadion, Kampfplatz, Arena,  Art Längenmaß 〈etwa 180–200 m〉,  Grenzstein,  Regenbogen,  Lilie	1213.0	Proto-Finno-Ugric	False	1733.0	RAINBOW
kék	 blau,  grün,  grau 〈Pferd, Ochse〉,  blauer Lattich,  Wunde,  Waschblau	1216.0	Turkic	True	1425.0	GREEN
kel¹	 gehen, wandern,  entstehen, stammen, herauskommen,  aufstehen, erwachen,  aufkeimen,  aus dem Ei schlüpfen,  aufgehen 〈Gestirn〉,  sich aufmachen 〈etw zu tun〉,  angreifen, sich empören,  wieder zu Kräften kommen,  aufgehen 〈Teig〉,   wurde ausgestellt, gegeben,  ausgehen 〈Geld, Vorrat〉,  verlorengehen, verschwinden,  entstehen, wachsen 〈Geschwür〉,  nötig sein,  abbauen, fördern 〈Bergbau〉,  ausbrütten,  Übergangsstelle,  Ursprung,  Datum,  gängig,  auszustellend, zu fertigend 〈Akte〉,  Gebürh 〈Betrag〉	1193.0		False	1443.0	WALK
kelekólál	 sich hin und her wenden, umschlagen 〈Wind〉,  hin und her gehen, sich herumtreiben,  taumeln,  sich drehen, schwingen,  sinnlos schwatzen	1813.0		False	2871.0	SWING (MOVEMENT)
kelepce	 Fallstrick, Falle,  hinterlistige Nachstellung,  oberer Teil einer Haspel, der aus einem Stab mit Querstäben an den Enden besteht	1213.0	Slavic	True	1075.0	TRAP (PITFALL)
kelet¹	 Osten, Ost,  Orient, Morgenland	1539.0	internal	False	1877.0	EAST
keletkezik	 gehen, weitergehen,  zustande kommen, 	1779.0	derived word	False	1443.0	WALK
kellemetlen	 unsympathisch 〈Person〉,  unangenehm	1519.0		False	26.0	UNPLEASANT
kellőközép	  Mitte, Mittelpunkt	1585.0	compound	False	1093.0	MIDDLE
kelme	 Materie,  Stoff, Tuch, Gewebe	1801.0	unknown	False	1616.0	CLOTH
kém	 Späher,  Wache,  Spion,  spähen	1138.0	unknown	False	1940.0	GUARD
kemény	 schwer zu ertragen, schwierig,  streng, barsch, unbarmherzig,  wild, schonungslos, grob,  rauh 〈Wetter〉,  hart, steif,  fest, stramm,  hoch eingeschätzt,  stimmlos 〈Konsonant〉,  an mineralischen Salzen reich, hart 〈Wasser〉,  Dur- 〈Tonleiter〉,  hart,  grausam sein,  hart werden,  Stärke	1211.0	Proto-Uralic	False	1884.0	HARD
keménykötésű	 wohlgebaut, stramm	1876.0	compound	False	3053.0	TIGHT
ken	 schmieren, über-, bestreichen,  wischen, reiben,  einweihen,  vertuschen,  bestechen,  jmdm etw ahnängen,  massieren,  schminken,  prügeln,  Salbe, Balsam,  Salben, Balsamieren,  Scheinheiligkeit, übertriebene Andacht, salbungsvolle Art,  schminken,  wischen,  Salbe	1138.0	unknown	False	1449.0	RUB
kén	 Schwefel	1416.0	unknown	False	3386.0	SULPHUR
kenu	 Art Einbaum 〈vorwiegend der nordamerikanischen Indianer〉,  Kajak,  Kanu	1816.0	international word	True	1970.0	CANOE
kény	 Wille, Neigung,  Belieben, Lust,  Wonne,  Genuß,  Nettigkeit,  Bequemlichkeit, Verwöhntheit,  Gewalt,  launischer Wunsch, Laune,  heikel,  genußsüchtig,  antreiben,  nötigen, zwingen	1322.0	paronymy	False	2960.0	LONGING (WISH)
kenyér	 Brot,  zum Lebensunterhalt nötige Nahrung, die zum Unterhalt erforderlichen Mittel,  Fach, Gewohnheit 〈in Redewendungen wie: das ist nicht mein Fach, das ist nicht meine Gewohnheit〉,  Kumpan,  Brot essen,  bestechen	1138.0	Permic	True	1368.0	BREAD
kényszerít	 zwingen,   antreiben,  bewegen, drängen 〈Not〉,  anflehen, flehentlich bitten,  mit Fragen quälen	1416.0		False	2881.0	URGE (SOMEONE)
kép¹	 Form, Gestalt,  Bild, Bildnis,  Gesicht, Miene,  Standbild, Biläule,  Ähnlichkeit, Ebenbild,  Redebild,  Vertretung, Vertreter,  Erscheinung, Vorstellung,  Sinnbild,  Schein,  Genrebild,  Bild, Auftritt 〈im Theater〉	1138.0	Turkic	True	1560.0	FACE
kicsi	 klein,  wenig, gering,  lieb, geliebt,  Kleinkind,  das Junge,  klein	1138.0		False	1246.0	SMALL
kicsoda	 wer,  irgendeiner,  was,  welcher	1515.0	compound	False	1236.0	WHAT
kietlen	 wüst, öde, unbewohnt 〈bes Gegend〉,  sehr groß, ungeheuer,  häßlich,  ungenießbar,  grausam, entsetzlich,  freudlos, hoffnungslos,  Wüste	1259.0		False	3687.0	DESERT
kígyó	 Schlange,  schlangenförmiges Ding,  falsche, böswillige Person	1086.0	Proto-Uralic	False	730.0	SNAKE
kikelet	 Frühling, Lenz	1559.0	derived word	False	1537.0	SPRINGTIME
kilenc	 neun,  neunter,  Art Abgabe,  Neuntel	1378.0	uncertain	False	1483.0	NINE
kilencven	 neunzig	1508.0	compound	False	1724.0	NINETY
kilincs	 Riegel, Klinke,  mit dem Bein gestellter Haken,  Verschluß,  Klinke 〈Technik〉,  zuklinken 〈Tür〉,  um Gunst betteln	1405.0	uncertain	False	1012.0	LATCH
kim†	 vielleicht	1493.0	unknown	False	2278.0	PERHAPS
király	 König,  Hauptfigur im Schachspiel,  der Hervorragente unter den Ähnlichen,  zweithöchste Spielkarte,  der höchste Kegel im Kegelspiel	1002.0	Slavic	True	1508.0	KING
kis	 klein,  unbedeutend, minderwertig,  wenig, gering,  jung,  lieb, geliebt	1075.0	Turkic	True	1246.0	SMALL
kisded	 klein,  wenig, gering,  kleinesKind, 	1283.0	derived word	False	1246.0	SMALL
kísér	 begleiten,  jmdm folgen, nachgehen,  verfolgen,  begleiten 〈Musik〉,  in Versuchung führen,  jm ständiger Begleiter sein	1474.0	Proto-Ugric	False	1047.0	PURSUE
kísért	 begleiten,  in Versuchung führen,  auf die Probe stellen,  versuchen, erproben,  schrecken,  umgehen, spuken,  gespenstern, spuken 〈überholte Verhältnisse〉,  Versuchung,  Gespenst,  Versucher, Verführer	1372.0	derived word	False	1812.0	TRY
kisüt	 mitteilen, verraten,  ausklügeln, ausbrüten,  enthüllen, aufdecken	1550.0		False	2898.0	CONVEY (A MESSAGE)
kíván	 wünschen, begehren,  jmdn begehren 〈geschlechtlich〉,  gönnen, jmdm etw wünschen 〈auch durch Worte〉,  verlangen, benötigen,  erfordern,  Wunsch,  Begehren	1416.0	derived word	False	2339.0	NEED (SOMETHING)
kíváncsi	 sehnsüchtig,  neugierig	1772.0	internal	False	3633.0	CURIOUS
kívül	 nach außen,  von draußen,  außen, draußen,  in äußerer Erscheinung 〈Person〉,  außer mir, dir usw,  außerhalb,  aus . . . hinaus, heraus,  außer 〈auch abstr〉,  über ... hinaus 〈zeitlich〉,  ohne,  neben,  ungeachtet	1372.0		False	2917.0	NEXT TO
klapec	 Junge, Kerl	1774.0	Slovakian	True	1366.0	BOY
klassz	 fein, dufte	1908.0	German	True	2157.0	FINE OR THIN
klasszikus	 zur Antike gehörend, sie betreffend,  vortrefflich, vollkommen,  urtümlich, überliefert,  wahr, typisch,  dem Klassizismus entsprechend,  antiker Klassiker,  Wissenschaftler, Künstler, der mustergültige Werke geschaffen hat	1645.0		False	1657.0	TRUE
köpönyeg	 Mantel,  Hülle, Umkleidung	1489.0		False	603.0	COAT
köpeny	 Mantel,  Hülle, Umkleidung,  kittel,  Mantel 〈Geom〉	1769.0	Turkic	True	603.0	COAT
kör	 Kreis,  Kreis 〈Geom〉,  Umgebung,  Umfang,  Gesellschaft, Verein,  Bereich,  System,  Kreis,  Bezirk,  Umkreis,  Bezirk,  Truppenunterkunft,  Rotunde,  Zirkel 〈Gerät〉	1592.0		False	1467.0	CIRCLE
környék	 Umgebung, Gegend,  Rand, Saum,  Umfang, Umkreis,  umgeben,  jmdn versuchen, an jmdn mit einem  Angebot herantreten,  Unterwerfung,  unbeschnitten 〈Mann〉,  Umhüllung	1366.0		False	2989.0	FRINGE
körömzsél	 wund-kratzen, aufkratzen,  kratzen	1573.0	derived word	False	1767.0	SCRAPE
körtvély	 Birne,  Birnbaum	1055.0		False	922.0	PEAR
